feature_id,feature_index,module,tool_id,selected,effect_size,non_null_pass,non_null_fail,mean_pass,std_pass,mean_fail,std_fail
F258,257,deposition,deposition-tool-02,false,,1454,104,0.00000000,0.00000000,0.00000000,0.00000000
F259,258,deposition,deposition-tool-03,false,,1454,104,0.00000000,0.00000000,0.00000000,0.00000000
F260,259,deposition,deposition-tool-04,false,,1454,104,0.00000000,0.00000000,0.00000000,0.00000000
F261,260,deposition,deposition-tool-05,false,,1454,104,0.00000000,0.00000000,0.00000000,0.00000000
F262,261,deposition,deposition-tool-06,false,,1454,104,0.00000000,0.00000000,0.00000000,0.00000000
F263,262,deposition,deposition-tool-07,false,,1454,104,0.00000000,0.00000000,0.00000000,0.00000000
F264,263,deposition,deposition-tool-08,false,,1454,104,0.00000000,0.00000000,0.00000000,0.00000000
F265,264,deposition,deposition-tool-01,false,,1454,104,0.00000000,0.00000000,0.00000000,0.00000000
F266,265,deposition,deposition-tool-02,false,,1454,104,0.00000000,0.00000000,0.00000000,0.00000000
F267,266,deposition,deposition-tool-03,false,,1454,104,0.00000000,0.00000000,0.00000000,0.00000000
F268,267,deposition,deposition-tool-04,false,0.05721845,1455,104,0.07070515,0.02942393,0.06893269,0.03245605
F269,268,deposition,deposition-tool-05,false,0.02700146,1455,104,19.49130515,7.32923366,19.69175000,7.51654977
F270,269,deposition,deposition-tool-06,false,0.07085500,1455,104,3.77231203,1.14816133,3.85556346,1.20115110
F271,270,deposition,deposition-tool-07,false,0.10589536,1458,104,29.32367702,8.30092169,28.37166058,9.63019863
F272,271,deposition,deposition-tool-08,false,0.10724183,1457,104,45.92827062,17.83782172,47.85441731,18.08289668
F273,272,deposition,deposition-tool-01,false,0.13065081,1457,103,41.15156609,17.83182768,43.37163301,16.10922671
F274,273,deposition,deposition-tool-02,false,0.09826482,1449,104,20.15590041,3.82440125,20.53438077,3.87867996
F275,274,deposition,deposition-tool-03,false,0.02101661,1449,104,136.41409351,85.44395756,134.59726538,87.43900131
F276,275,deposition,deposition-tool-04,false,0.07444604,1449,104,9.30954741,174.83486965,0.10601154,0.09946132
F277,276,deposition,deposition-tool-05,false,,1449,104,0.00000000,0.00000000,0.00000000,0.00000000
F278,277,deposition,deposition-tool-06,false,0.04654565,1449,104,2.21382478,1.22498755,2.16782788,0.67269940
F279,278,deposition,deposition-tool-07,false,0.15922132,1454,104,0.00112070,0.00034473,0.00107212,0.00025961
F280,279,deposition,deposition-tool-08,false,0.15302069,1461,104,0.04126441,0.02024596,0.03814135,0.02057156
F281,280,deposition,deposition-tool-01,false,0.23923894,1461,104,0.01812081,0.00661057,0.01680769,0.00406847
F282,281,deposition,deposition-tool-02,false,0.21400796,1461,104,0.01516461,0.00562050,0.01410288,0.00419955
F283,282,deposition,deposition-tool-03,false,0.05230497,1461,104,0.00574695,0.00880950,0.00609135,0.00301643
F284,283,deposition,deposition-tool-04,false,0.03628791,1461,104,2.81443320,6.06272875,2.65719712,0.89070871
F285,284,deposition,deposition-tool-05,false,,1460,104,0.00000000,0.00000000,0.00000000,0.00000000
F286,285,deposition,deposition-tool-06,false,0.05033918,1460,104,2.12296767,0.96479587,2.07526058,0.93031662
F287,286,deposition,deposition-tool-07,false,0.11546031,1460,104,4.31522966,10.09472488,3.48492885,1.23446568
F288,287,deposition,deposition-tool-08,false,0.02632138,1460,104,0.37699253,7.64205982,0.23467981,0.25393272
F289,288,deposition,deposition-tool-01,false,0.11141787,1460,104,0.00390390,0.00297321,0.00420096,0.00231880
F290,289,deposition,deposition-tool-02,false,0.01259612,1460,104,2.57970096,1.65735509,2.56308365,0.85671732
F291,290,deposition,deposition-tool-03,false,0.07744775,1454,103,0.12445282,0.28008319,0.10894563,0.04166191
F292,291,deposition,deposition-tool-04,false,0.00003663,1463,104,0.01992618,0.02624941,0.01992692,0.01166088
F293,292,deposition,deposition-tool-05,false,0.22553843,130,8,0.01461077,0.01167493,0.01247500,0.00656082
F294,293,deposition,deposition-tool-06,false,0.53329491,130,8,331.65455462,137.57822268,398.87093750,113.33267096
F295,294,deposition,deposition-tool-07,false,0.26355939,1462,103,391.41829111,453.52712960,549.38390777,716.07664327
F296,295,deposition,deposition-tool-08,false,0.29813122,1462,103,246.05901580,269.75048725,351.50814369,421.23937130
F297,296,deposition,deposition-tool-01,false,0.06983778,1462,103,1887.53811847,1998.23679716,1761.27833301,1595.01123019
F298,297,implant,implant-tool-02,false,0.01676607,1462,103,2346.19185506,3251.78141382,2295.06532913,2832.60368555
F299,298,implant,implant-tool-03,true,0.30404100,1462,103,0.06205739,0.05951191,0.08860291,0.10818533
F300,299,implant,implant-tool-04,false,0.25408413,1462,103,0.05721094,0.12034284,0.10364272,0.22870654
F301,300,implant,implant-tool-05,false,0.24349563,1462,103,0.11345390,0.20127960,0.18839612,0.38592641
F302,301,implant,implant-tool-06,false,0.14230350,1462,103,0.90592640,0.30947976,0.97003883,0.55694018
F303,302,implant,implant-tool-07,false,0.08680176,1462,103,0.40204220,0.19240175,0.42179612,0.25799681
F304,303,implant,implant-tool-08,false,0.02994173,1462,103,0.04031423,0.01442530,0.04076408,0.01560012
F305,304,implant,implant-tool-01,false,0.03121546,1462,103,0.13220752,0.06500422,0.13021650,0.06253816
F306,305,implant,implant-tool-02,false,0.08268170,1462,104,0.26459808,0.05725099,0.26939712,0.05882284
F307,306,implant,implant-tool-03,false,0.01407758,1462,104,0.04860048,0.02556737,0.04894135,0.02277929
F308,307,implant,implant-tool-04,false,0.09290401,1462,104,0.12876081,0.02767452,0.13117212,0.02411282
F309,308,implant,implant-tool-05,false,0.00678103,1462,104,0.21842880,0.03377125,0.21820962,0.03080600
F310,309,implant,implant-tool-06,false,0.09279994,1462,104,0.12876129,0.02767688,0.13117019,0.02411705
F311,310,implant,implant-tool-07,false,0.16904811,1462,104,0.30429412,0.04380320,0.31118558,0.03748407
F312,311,implant,implant-tool-08,false,0.07387738,1462,104,0.09748707,0.02873353,0.09533750,0.02945498
F313,312,implant,implant-tool-01,false,0.01262056,1462,104,0.16014877,0.11734287,0.15867404,0.11635786
F314,313,implant,implant-tool-02,false,,1439,104,0.00000000,0.00000000,0.00000000,0.00000000
F315,314,implant,implant-tool-03,false,,1439,104,0.00000000,0.00000000,0.00000000,0.00000000
F316,315,implant,implant-tool-04,false,,1462,104,0.00000000,0.00000000,0.00000000,0.00000000
F317,316,implant,implant-tool-05,true,0.38490026,1462,104,6.00126074,1.02370610,5.63560385,0.87008165
F318,317,implant,implant-tool-06,false,0.16671224,1462,104,0.17339555,0.07277337,0.16185481,0.06548579
F319,318,implant,implant-tool-07,false,0.15877272,1462,104,3.20033297,1.23187232,3.02622885,0.94201203
F320,319,implant,implant-tool-08,false,0.22187910,1462,104,7.88522852,2.18796179,8.34911923,1.98876354
F321,320,implant,implant-tool-01,false,0.01574084,1462,104,0.04307702,0.03259598,0.04349712,0.01902741
F322,321,implant,implant-tool-02,false,0.05123281,1462,104,2.26924514,2.18208511,2.18616058,0.70595155
F323,322,implant,implant-tool-03,false,,1462,104,0.00000000,0.00000000,0.00000000,0.00000000
F324,323,implant,implant-tool-04,false,0.02856715,1462,104,5.38957373,2.58496669,5.44748654,1.23993686
F325,324,implant,implant-tool-05,false,0.15888603,1462,104,13.26220547,6.60512603,14.31573558,6.65623209
F326,325,implant,implant-tool-06,false,,1462,104,0.00000000,0.00000000,0.00000000,0.00000000
F327,326,implant,implant-tool-07,false,,1460,103,0.00000000,0.00000000,0.00000000,0.00000000
F328,327,implant,implant-tool-08,false,,1460,103,0.00000000,0.00000000,0.00000000,0.00000000
F329,328,implant,implant-tool-01,false,,1460,103,0.00000000,0.00000000,0.00000000,0.00000000
F330,329,implant,implant-tool-02,false,,1460,103,0.00000000,0.00000000,0.00000000,0.00000000
F331,330,implant,implant-tool-03,false,,1460,103,0.00000000,0.00000000,0.00000000,0.00000000
F332,331,implant,implant-tool-04,false,0.12001869,1460,103,0.08264486,0.06155116,0.09155243,0.08501835
F333,332,implant,implant-tool-05,false,0.12082836,1456,104,2.54110852,5.49538946,3.32674904,7.37264100
F334,333,implant,implant-tool-06,false,0.16447594,1457,104,6.17158648,3.28843261,6.83620192,4.67359019
F335,334,implant,implant-tool-07,false,0.12068708,1457,104,0.16648065,0.16115421,0.19474712,0.28937982
F336,335,implant,implant-tool-08,false,0.12135062,1457,104,3.37362244,5.64024187,4.17367500,7.42430805
F337,336,implant,implant-tool-01,false,0.14087542,1456,104,9.65645831,7.38854945,10.85537981,9.50088757
F338,337,implant,implant-tool-02,false,0.13036143,1456,104,2.30319416,1.45574859,2.66750577,3.67432711
F339,338,implant,implant-tool-03,false,0.03147851,1456,104,3.02727898,5.74775817,3.18179327,3.89246284
F340,339,implant,implant-tool-04,false,0.11624384,1457,104,9.28036184,6.03793774,10.00976731,6.50301769
F341,340,implant,implant-tool-05,false,0.09401406,1457,104,12.25486994,236.58226776,48.55767596,492.17944721
F342,341,implant,implant-tool-06,false,0.17054995,1457,104,2.68337591,3.55632042,3.41461058,4.91101555
F343,342,implant,implant-tool-07,false,0.03706247,1457,104,0.00030693,0.01171178,0.00000000,0.00000000
F344,343,implant,implant-tool-08,false,0.11724994,1457,104,6.15423624,5.31994584,6.81874231,5.99481058
F345,344,implant,implant-tool-01,false,0.09408565,1457,104,23.27191304,8.91329444,22.44988462,8.55711983
F346,345,implant,implant-tool-02,false,0.01294809,705,68,7.97531291,18.01369740,7.78277794,10.85016988
F347,346,implant,implant-tool-03,false,0.01272247,705,68,5.78655957,17.54684048,5.60072206,10.90134951
F348,347,implant,implant-tool-04,false,0.03706247,1457,104,0.00955024,0.36441394,0.00000000,0.00000000
F349,348,implant,implant-tool-05,true,0.33440268,1439,104,0.02429069,0.01034208,0.03044808,0.02389823
F350,349,implant,implant-tool-06,false,0.15055954,1439,104,0.02512370,0.01022735,0.02703077,0.01470663
F351,350,implant,implant-tool-07,false,0.01334075,1439,104,0.02318999,0.01445404,0.02336923,0.01233282
F352,351,implant,implant-tool-08,false,0.16107690,1439,104,0.02729986,0.02426286,0.03151923,0.02799364
F353,352,implant,implant-tool-01,false,0.10311604,1439,104,0.02343287,0.01344123,0.02228846,0.00810407
F354,353,implant,implant-tool-02,false,0.07666237,1439,104,0.04040973,0.01551669,0.03923462,0.01513782
F355,354,implant,implant-tool-03,false,0.02654519,1439,104,0.04194517,0.01299234,0.04158654,0.01400900
F356,355,implant,implant-tool-04,false,0.03824149,1439,104,0.03448923,0.02250870,0.03528846,0.01915587
F357,356,implant,implant-tool-05,false,0.03904270,1462,104,1.29965034,0.38564795,1.28426538,0.40228580
F358,357,implant,implant-tool-06,false,0.05943901,1451,104,0.00099697,0.00050506,0.00102500,0.00043561
F359,358,implant,implant-tool-07,false,0.03850088,215,11,0.00244372,0.00039004,0.00242727,0.00046140
F360,359,implant,implant-tool-08,false,0.11226321,1463,104,0.01977703,0.00690705,0.02072500,0.00974165
F361,360,implant,implant-tool-01,false,0.10055366,1463,104,0.00273903,0.01774153,0.00584038,0.03984712
F362,361,implant,implant-tool-02,false,0.02290518,1463,104,39.95900451,17.36085485,39.61850962,11.85586933
F363,362,implant,implant-tool-03,false,0.04216464,1413,103,0.01830602,0.02069707,0.01943786,0.03182426
F364,363,implant,implant-tool-04,false,0.11291258,1413,103,332.21185117,137.77724986,348.51620777,150.72832230
F365,364,implant,implant-tool-05,false,,1457,104,0.00000000,0.00000000,0.00000000,0.00000000
F366,365,implant,implant-tool-06,false,0.19102175,1461,104,0.00515948,0.00257977,0.00574712,0.00350310
F367,366,implant,implant-tool-07,false,0.05182450,1461,104,0.00480589,0.00238567,0.00492788,0.00232203
F368,367,implant,implant-tool-08,false,0.01123019,1457,104,0.00377550,0.00265645,0.00374231,0.00322680
F369,368,implant,implant-tool-01,false,0.03649605,1457,104,0.00316664,0.00211486,0.00324135,0.00197653
F370,369,implant,implant-tool-02,false,,1457,104,0.00000000,0.00000000,0.00000000,0.00000000
F371,370,implant,implant-tool-03,false,,1457,104,0.00000000,0.00000000,0.00000000,0.00000000
F372,371,implant,implant-tool-04,false,,1457,104,0.00000000,0.00000000,0.00000000,0.00000000
F373,372,implant,implant-tool-05,false,,1457,104,0.00000000,0.00000000,0.00000000,0.00000000
F374,373,implant,implant-tool-06,false,,1457,104,0.00000000,0.00000000,0.00000000,0.00000000
F375,374,implant,implant-tool-07,false,,1457,104,0.00000000,0.00000000,0.00000000,0.00000000
F376,375,implant,implant-tool-08,false,,1457,104,0.00000000,0.00000000,0.00000000,0.00000000
F377,376,implant,implant-tool-01,false,0.07872643,1461,104,0.00159788,0.00052927,0.00164231,0.00059738
F378,377,implant,implant-tool-02,false,0.13512916,1461,104,0.00157509,0.00046322,0.00150962,0.00050488
F379,378,implant,implant-tool-03,false,,1457,104,0.00000000,0.00000000,0.00000000,0.00000000
F380,379,implant,implant-tool-04,false,,1457,104,0.00000000,0.00000000,0.00000000,0.00000000
F381,380,implant,implant-tool-05,false,,1457,104,0.00000000,0.00000000,0.00000000,0.00000000
F382,381,implant,implant-tool-06,false,,1457,104,0.00000000,0.00000000,0.00000000,0.00000000
F383,382,implant,implant-tool-07,false,0.06037805,519,30,0.00188979,0.02747538,0.00071667,0.00034936
F384,383,implant,implant-tool-08,false,0.14407660,519,30,0.54884605,1.37604644,0.40599333,0.26955839
F385,384,implant,implant-tool-01,false,0.06746623,519,30,1.29396744,3.25477734,1.13806667,0.29324511
F386,385,implant,implant-tool-02,false,0.17172619,781,71,0.01124494,0.01464751,0.01342958,0.01044652
F387,386,implant,implant-tool-03,false,0.03823890,1463,104,0.00824689,0.01578261,0.00875769,0.01038226
F388,387,implant,implant-tool-04,false,0.18011861,1463,104,0.00025106,0.00449774,0.00157981,0.00941344
F389,388,implant,implant-tool-05,false,0.08446204,1463,104,35.06453274,17.37515852,36.42900385,14.83448365
F390,389,implant,implant-tool-06,false,0.05626384,1463,104,0.00137102,0.01221291,0.00087885,0.00197102
F391,390,implant,implant-tool-07,false,0.03735285,1463,104,1.46873377,21.02916593,0.91325865,0.26242372
F392,391,implant,implant-tool-08,false,0.01452538,1439,104,0.01094906,0.00667995,0.01105192,0.00746144
F393,392,implant,implant-tool-01,false,0.08902425,1463,104,0.00454956,0.00297163,0.00429712,0.00269278
F394,393,implant,implant-tool-02,false,0.01432865,1463,104,0.13402379,0.03874706,0.13350769,0.03306522
F395,394,implant,implant-tool-03,false,,1454,104,0.00000000,0.00000000,0.00000000,0.00000000
F396,395,implant,implant-tool-04,false,,1454,104,0.00000000,0.00000000,0.00000000,0.00000000
F397,396,cmp,cmp-tool-05,false,,1454,104,0.00000000,0.00000000,0.00000000,0.00000000
F398,397,cmp,cmp-tool-06,false,,1454,104,0.00000000,0.00000000,0.00000000,0.00000000
F399,398,cmp,cmp-tool-07,false,,1454,104,0.00000000,0.00000000,0.00000000,0.00000000
F400,399,cmp,cmp-tool-08,false,,1454,104,0.00000000,0.00000000,0.00000000,0.00000000
F401,400,cmp,cmp-tool-01,false,,1454,104,0.00000000,0.00000000,0.00000000,0.00000000
F402,401,cmp,cmp-tool-02,false,,1454,104,0.00000000,0.00000000,0.00000000,0.00000000
F403,402,cmp,cmp-tool-03,false,,1454,104,0.00000000,0.00000000,0.00000000,0.00000000
F404,403,cmp,cmp-tool-04,false,,1454,104,0.00000000,0.00000000,0.00000000,0.00000000
F405,404,cmp,cmp-tool-05,false,,1454,104,0.00000000,0.00000000,0.00000000,0.00000000
F406,405,cmp,cmp-tool-06,false,0.04931282,1455,104,0.02424454,0.01063950,0.02368942,0.01184230
F407,406,cmp,cmp-tool-07,false,0.08750227,1455,104,6.71331959,2.80657355,6.97258365,3.11146042
F408,407,cmp,cmp-tool-08,false,0.08583752,1455,104,1.22993216,0.36510340,1.26088942,0.35613994
F409,408,cmp,cmp-tool-01,false,0.10765248,1458,104,5.35973429,2.56904928,5.07733654,2.67632395
F410,409,cmp,cmp-tool-02,false,0.05340816,1457,104,4.57410679,1.77595998,4.66902019,1.77830520
F411,410,cmp,cmp-tool-03,false,0.12411826,1457,103,4.91267172,2.13428333,5.16518544,1.92948063
F412,411,cmp,cmp-tool-04,false,0.18591879,1449,104,2.60910062,0.54905326,2.71341635,0.57285861
F413,412,cmp,cmp-tool-05,false,0.03325244,1449,104,30.86998896,18.38344696,31.48711827,18.73274936
F414,413,cmp,cmp-tool-06,false,0.03222506,1449,104,25.69354058,48.63502193,24.48621923,21.02216109
F415,414,cmp,cmp-tool-07,false,,1449,104,0.00000000,0.00000000,0.00000000,0.00000000
F416,415,cmp,cmp-tool-08,false,0.09563768,1449,104,6.65114907,4.06003075,6.34453365,2.01820640
F417,416,cmp,cmp-tool-01,false,0.18915206,1454,104,3.41602909,1.04997874,3.24104519,0.78048155
F418,417,cmp,cmp-tool-02,false,0.17207057,1461,104,8.23701081,4.05220816,7.54321442,4.01178165
F419,418,cmp,cmp-tool-03,false,0.12253976,1461,104,322.57496639,287.95469532,287.72766731,280.75056807
F420,419,cmp,cmp-tool-04,false,0.05894242,1461,104,307.82418624,326.73936752,326.44035577,304.54357846
F421,420,cmp,cmp-tool-05,false,0.03676700,1461,104,1.81557118,3.15338096,1.90119712,0.95055432
F422,421,cmp,cmp-tool-06,false,0.02792208,1461,104,4.18410637,7.14166475,4.03990288,1.52992561
F423,422,cmp,cmp-tool-07,false,,1460,104,0.00000000,0.00000000,0.00000000,0.00000000
F424,423,cmp,cmp-tool-08,false,0.18829294,1460,104,77.24380842,32.43619643,83.50939519,34.09461495
F425,424,cmp,cmp-tool-01,false,0.12387434,1460,104,3.35404774,6.53675322,2.77387596,1.06871549
F426,425,cmp,cmp-tool-02,false,0.07220049,1460,104,6.71038534,23.96332789,8.00259712,8.14882696
F427,426,cmp,cmp-tool-03,false,0.09263517,1460,104,1.22839932,1.01077050,1.31048365,0.74074391
F428,427,cmp,cmp-tool-04,false,0.00372640,1460,104,4.05789192,3.12107693,4.06704904,1.52845491
F429,428,cmp,cmp-tool-05,false,0.14475059,1454,103,4.29559739,10.99100154,3.16412816,1.18275245
F430,429,cmp,cmp-tool-06,false,0.00141895,1463,104,4.17137122,6.62349543,4.17848942,2.54174732
F431,430,cmp,cmp-tool-07,false,0.28198522,1462,103,17.36844986,31.46786056,33.37019806,73.82522542
F432,431,cmp,cmp-tool-08,true,0.31209902,1462,103,21.19122066,31.82489365,38.92410291,73.78194643
F433,432,cmp,cmp-tool-01,false,0.01882947,1462,103,99.21857818,127.01321457,101.48333786,113.14131439
F434,433,cmp,cmp-tool-02,false,0.18141006,1462,103,202.65751088,223.21072799,246.14010194,255.11125509
F435,434,cmp,cmp-tool-03,false,0.27705496,1462,103,13.71923735,29.20051865,29.13689029,73.08083550
F436,435,cmp,cmp-tool-04,false,0.26788878,1462,103,8.37600376,29.34045089,23.48906893,74.19260986
F437,436,cmp,cmp-tool-05,false,0.26235520,1462,103,6.53294302,29.49696638,21.42814660,74.67743311
F438,437,cmp,cmp-tool-06,false,0.18054570,1462,103,3.98685390,1.41823131,4.44163981,3.26785194
F439,438,cmp,cmp-tool-07,false,0.05464250,1462,103,54.55996416,33.24484345,56.70367573,44.41862620
F440,439,cmp,cmp-tool-08,false,0.09246784,1462,103,70.85070185,38.97720479,67.70915728,28.09456891
F441,440,cmp,cmp-tool-01,false,0.03102393,1462,103,11.53886135,6.19274029,11.35281165,5.79459752
F442,441,cmp,cmp-tool-02,false,0.12722054,1462,104,0.80044767,0.18259173,0.82504135,0.20347443
F443,442,cmp,cmp-tool-03,false,0.05580933,1462,104,1.34761279,0.66249082,1.31216538,0.60658229
F444,443,cmp,cmp-tool-04,false,0.15537363,1462,104,0.63253399,0.14445815,0.65372115,0.12775519
F445,444,cmp,cmp-tool-05,false,0.02821477,1462,104,0.89532120,0.15649579,0.89112885,0.14023366
F446,445,cmp,cmp-tool-06,false,0.16134674,1462,104,0.64566833,0.14235462,0.66707404,0.12221816
F447,446,cmp,cmp-tool-07,false,0.17455954,1462,104,1.17305116,0.17708005,1.20244423,0.15921411
F448,447,cmp,cmp-tool-08,false,0.05968766,1462,104,0.28223632,0.08648520,0.27710192,0.08555446
F449,448,cmp,cmp-tool-01,false,0.01430683,1462,104,0.33249337,0.23638641,0.32913173,0.23353935
F450,449,cmp,cmp-tool-02,false,,1439,104,0.00000000,0.00000000,0.00000000,0.00000000
F451,450,cmp,cmp-tool-03,false,,1439,104,0.00000000,0.00000000,0.00000000,0.00000000
F452,451,cmp,cmp-tool-04,false,,1462,104,0.00000000,0.00000000,0.00000000,0.00000000
F453,452,cmp,cmp-tool-05,true,0.33328484,1462,104,5.36571176,0.92535986,5.08117885,0.77549654
F454,453,cmp,cmp-tool-06,false,0.17798853,1462,104,5.48597715,2.26776427,5.10944615,1.95134516
F455,454,cmp,cmp-tool-07,false,0.15286072,1462,104,7.91094549,3.11072445,7.50131731,2.16459927
F456,455,cmp,cmp-tool-08,false,0.23596097,1462,104,3.62255410,0.94228869,3.83455673,0.85239077
F457,456,cmp,cmp-tool-01,false,0.00395248,1462,104,12.32381689,8.26642151,12.35195192,5.74518768
F458,457,cmp,cmp-tool-02,false,0.04274640,1462,104,5.27376347,4.66799664,5.12171442,1.87465731
F459,458,cmp,cmp-tool-03,false,,1462,104,0.00000000,0.00000000,0.00000000,0.00000000
F460,459,cmp,cmp-tool-04,false,0.03217746,1462,104,2.83606375,1.38076221,2.87094327,0.66595304
F461,460,cmp,cmp-tool-05,false,0.23787345,1462,104,28.98199001,13.25514559,32.22577212,14.00764561
F462,461,cmp,cmp-tool-06,false,,1462,104,0.00000000,0.00000000,0.00000000,0.00000000
F463,462,cmp,cmp-tool-07,false,,1460,103,0.00000000,0.00000000,0.00000000,0.00000000
F464,463,cmp,cmp-tool-08,false,,1460,103,0.00000000,0.00000000,0.00000000,0.00000000
F465,464,cmp,cmp-tool-01,false,,1460,103,0.00000000,0.00000000,0.00000000,0.00000000
F466,465,cmp,cmp-tool-02,false,,1460,103,0.00000000,0.00000000,0.00000000,0.00000000
F467,466,cmp,cmp-tool-03,false,,1460,103,0.00000000,0.00000000,0.00000000,0.00000000
F468,467,cmp,cmp-tool-04,false,0.11346565,1460,103,6.16793151,8.20073959,7.44502621,13.64233554
F469,468,cmp,cmp-tool-05,false,0.22462994,1456,104,227.59087953,230.66070692,176.32339519,225.77486262
F470,469,cmp,cmp-tool-06,false,0.16828276,1457,104,5.61796404,3.00297011,6.28332019,4.71669569
F471,470,cmp,cmp-tool-07,false,0.11949312,1457,104,5.31685175,4.72305292,6.08084135,7.71029599
F472,471,cmp,cmp-tool-08,false,0.16430563,1457,104,9.47670508,9.23133970,11.90963942,18.79624420
F473,472,cmp,cmp-tool-01,false,0.00477826,1456,104,137.87286449,47.51050647,138.10598269,50.03144355
F474,473,cmp,cmp-tool-02,false,0.03682525,1456,104,39.36983585,22.32752388,40.22500385,24.08390340
F475,474,cmp,cmp-tool-03,false,0.05662209,1456,104,37.53895165,24.62644620,39.01042308,27.28089397
F476,475,cmp,cmp-tool-04,false,0.14572205,1457,104,4.23155964,2.50540388,4.69706346,3.75927516
F477,476,cmp,cmp-tool-05,false,0.10483831,1457,104,20.01823466,14.70489393,21.72812981,17.77040574
F478,477,cmp,cmp-tool-06,false,0.17007170,1457,104,6.10509355,9.55306044,8.39898173,16.50996666
F479,478,cmp,cmp-tool-07,false,0.03706247,1457,104,0.13726836,5.23782678,0.00000000,0.00000000
F480,479,cmp,cmp-tool-08,false,0.13130381,1457,104,3.25535635,2.53683144,3.67619423,3.75625215
F481,480,cmp,cmp-tool-01,false,0.04706264,1457,104,75.64863191,35.81440120,73.99005481,34.65994847
F482,481,cmp,cmp-tool-02,false,,1457,104,0.00000000,0.00000000,0.00000000,0.00000000
F483,482,cmp,cmp-tool-03,false,0.03629008,1439,104,319.11555594,280.26544280,308.77289423,289.65653095
F484,483,cmp,cmp-tool-04,false,0.10483049,1439,104,207.80324267,195.31633706,189.42007885,152.82140068
F485,484,cmp,cmp-tool-05,false,0.18670646,1439,104,217.79632022,214.89568531,180.59559615,182.25990799
F486,485,cmp,cmp-tool-06,false,0.12609762,1439,104,202.92620903,219.28743265,176.00559712,207.53117414
F487,486,cmp,cmp-tool-07,false,0.10553268,1439,104,300.54267241,288.87407884,329.67441058,262.58925898
F488,487,cmp,cmp-tool-08,false,0.04645084,1439,104,240.27580341,263.99396423,228.10276058,260.11751947
F489,488,cmp,cmp-tool-01,false,0.18165895,1439,104,355.75929110,250.90418977,309.13080769,262.33152703
F490,489,cmp,cmp-tool-02,false,0.07672825,1439,104,270.98388263,227.71645462,288.57741731,230.86614867
F491,490,cmp,cmp-tool-03,false,0.02659770,1462,104,51.38633933,18.00537626,50.90006442,18.55567037
F492,491,cmp,cmp-tool-04,false,0.05814507,1451,104,2.43808449,1.23039518,2.50669327,1.12726745
F493,492,cmp,cmp-tool-05,false,0.23422136,215,11,8.18885767,1.77210164,7.82079091,1.34110233
F494,493,cmp,cmp-tool-06,false,0.07105180,1463,104,2.52500506,0.95797765,2.60096442,1.16965868
F495,494,cmp,cmp-tool-07,false,0.09581107,1463,104,0.89440984,5.98320903,1.82906731,12.43099273
F496,495,test,test-tool-08,false,0.01668715,1463,104,6.81089474,3.32732071,6.76465288,2.07050517
F497,496,test,test-tool-01,false,0.02719264,1413,103,29.90904232,24.80519342,29.27400194,21.80515057
F498,497,test,test-tool-02,false,0.09825318,1413,103,11.78714211,4.93379808,12.28591845,5.21518168
F499,498,test,test-tool-03,false,,1457,104,0.00000000,0.00000000,0.00000000,0.00000000
F500,499,test,test-tool-04,false,0.12089907,1461,104,265.79907365,324.59816924,226.62577981,323.43377129
F501,500,test,test-tool-05,false,0.05697455,1461,104,239.72055777,321.28292263,258.69346058,344.33134390
F502,501,test,test-tool-06,false,,1457,104,0.00000000,0.00000000,0.00000000,0.00000000
F503,502,test,test-tool-07,false,,1457,104,0.00000000,0.00000000,0.00000000,0.00000000
F504,503,test,test-tool-08,false,,1457,104,0.00000000,0.00000000,0.00000000,0.00000000
F505,504,test,test-tool-01,false,,1457,104,0.00000000,0.00000000,0.00000000,0.00000000
F506,505,test,test-tool-02,false,,1457,104,0.00000000,0.00000000,0.00000000,0.00000000
F507,506,test,test-tool-03,false,,1457,104,0.00000000,0.00000000,0.00000000,0.00000000
F508,507,test,test-tool-04,false,,1457,104,0.00000000,0.00000000,0.00000000,0.00000000
F509,508,test,test-tool-05,false,,1457,104,0.00000000,0.00000000,0.00000000,0.00000000
F510,509,test,test-tool-06,false,,1457,104,0.00000000,0.00000000,0.00000000,0.00000000
F511,510,test,test-tool-07,true,0.42876713,1461,104,54.44059138,35.75756706,74.34794904,55.07046541
F512,511,test,test-tool-08,false,0.21387913,1461,104,271.14984819,327.38461393,343.82616923,351.77921111
F513,512,test,test-tool-01,false,,1457,104,0.00000000,0.00000000,0.00000000,0.00000000
F514,513,test,test-tool-02,false,,1457,104,0.00000000,0.00000000,0.00000000,0.00000000
F515,514,test,test-tool-03,false,,1457,104,0.00000000,0.00000000,0.00000000,0.00000000
F516,515,test,test-tool-04,false,,1457,104,0.00000000,0.00000000,0.00000000,0.00000000
F517,516,test,test-tool-05,false,0.06045094,519,30,0.70478092,11.08048490,0.23112000,0.10822635
F518,517,test,test-tool-06,false,0.12655141,519,30,1.76396127,5.01807795,1.30538000,1.03968513
F519,518,test,test-tool-07,false,0.04836353,519,30,1.81536127,4.84461660,1.64904333,0.42653275
F520,519,test,test-tool-08,false,0.26791268,781,71,11.39332446,15.91288886,15.41470986,14.04933348
F521,520,test,test-tool-01,false,0.03596794,1463,104,2.68430991,5.81357648,2.86043750,3.76291246
F522,521,test,test-tool-02,false,0.11944089,1463,104,10.60073001,98.77375010,25.80891250,150.56109313
