lot_id,row_index,yield_outcome,test_timestamp,feature_id,module,tool_id,value,zscore_vs_pass,direction,severity
LOT_0141,140,PASS,2008-08-06T19:24:00,F104,etch,etch-tool-08,-0.00340000,2.17554541,high,medium
LOT_0141,140,PASS,2008-08-06T19:24:00,F511,test,test-tool-07,162.31880000,3.01693369,high,high
LOT_0142,141,PASS,2008-08-06T20:00:00,F060,lithography,lithography-tool-04,-17.93360000,-2.20163648,low,medium
LOT_0143,142,PASS,2008-08-06T20:17:00,F060,lithography,lithography-tool-04,23.56090000,2.25538253,high,medium
LOT_0144,143,PASS,2008-08-06T21:15:00,F022,lithography,lithography-tool-06,-3293.50000000,3.94702616,high,high
LOT_0144,143,PASS,2008-08-06T21:15:00,F299,implant,implant-tool-03,0.51030000,7.53198199,high,high
LOT_0144,143,PASS,2008-08-06T21:15:00,F432,cmp,cmp-tool-08,217.42000000,6.16588956,high,high
LOT_0145,144,PASS,2008-08-06T22:27:00,F022,lithography,lithography-tool-06,-1918.25000000,6.26383894,high,high
LOT_0145,144,PASS,2008-08-06T22:27:00,F299,implant,implant-tool-03,0.43800000,6.31709906,high,high
LOT_0145,144,PASS,2008-08-06T22:27:00,F432,cmp,cmp-tool-08,400.00000000,11.90290794,high,high
LOT_0146,145,PASS,2008-08-06T23:40:00,F060,lithography,lithography-tool-04,23.87450000,2.28906702,high,medium
LOT_0147,146,PASS,2008-08-06T23:45:00,F060,lithography,lithography-tool-04,27.34270000,2.66159431,high,medium
LOT_0147,146,PASS,2008-08-06T23:45:00,F181,etch,etch-tool-05,10.13000000,-2.68423469,low,medium
LOT_0147,146,PASS,2008-08-06T23:45:00,F317,implant,implant-tool-05,3.66500000,-2.28215964,low,medium
LOT_0147,146,PASS,2008-08-06T23:45:00,F453,cmp,cmp-tool-05,2.85140000,-2.71711781,low,medium
LOT_0149,148,PASS,2008-08-07T07:30:00,F060,lithography,lithography-tool-04,26.26550000,2.54588980,high,medium
LOT_0150,149,PASS,2008-08-07T08:21:00,F060,lithography,lithography-tool-04,-21.20550000,-2.55307873,low,medium
LOT_0152,151,PASS,2008-08-07T08:55:00,F104,etch,etch-tool-08,-0.00370000,2.07533084,high,medium
LOT_0152,151,PASS,2008-08-07T08:55:00,F511,test,test-tool-07,126.59930000,2.01799827,high,medium
LOT_0153,152,PASS,2008-08-07T10:12:00,F060,lithography,lithography-tool-04,29.11640000,2.85211148,high,medium
LOT_0154,153,PASS,2008-08-07T11:10:00,F181,etch,etch-tool-05,11.92000000,-2.14754976,low,medium
LOT_0154,153,PASS,2008-08-07T11:10:00,F317,implant,implant-tool-05,3.91930000,-2.03374850,low,medium
LOT_0154,153,PASS,2008-08-07T11:10:00,F453,cmp,cmp-tool-05,3.35840000,-2.16922285,low,medium
LOT_0155,154,FAIL,2008-08-07T11:40:00,F060,lithography,lithography-tool-04,26.77450000,2.60056265,high,medium
LOT_0156,155,PASS,2008-08-08T04:55:00,F511,test,test-tool-07,142.69010000,2.46799533,high,medium
LOT_0157,156,PASS,2008-08-08T07:26:00,F029,lithography,lithography-tool-05,61.22220000,-2.42624462,low,medium
LOT_0158,157,FAIL,2008-08-08T08:44:00,F060,lithography,lithography-tool-04,26.45090000,2.56580403,high,medium
LOT_0159,158,FAIL,2008-08-08T12:37:00,F511,test,test-tool-07,141.04050000,2.42186244,high,medium
LOT_0160,159,PASS,2008-08-08T20:21:00,F349,implant,implant-tool-05,0.05200000,2.67927738,high,medium
LOT_0162,161,PASS,2008-08-08T21:53:00,F104,etch,etch-tool-08,-0.00140000,2.84364248,high,medium
LOT_0162,161,PASS,2008-08-08T21:53:00,F511,test,test-tool-07,289.65520000,6.57803726,high,high
LOT_0164,163,PASS,2008-08-08T22:25:00,F022,lithography,lithography-tool-06,-4228.00000000,2.37272219,high,medium
LOT_0164,163,PASS,2008-08-08T22:25:00,F299,implant,implant-tool-03,0.45880000,6.66660895,high,high
LOT_0164,163,PASS,2008-08-08T22:25:00,F432,cmp,cmp-tool-08,139.53150000,3.71848153,high,high
LOT_0167,166,PASS,2008-08-09T06:05:00,F317,implant,implant-tool-05,3.93380000,-2.01958428,low,medium
LOT_0171,170,PASS,2008-08-09T17:34:00,F029,lithography,lithography-tool-05,61.32220000,-2.39727741,low,medium
LOT_0171,170,PASS,2008-08-09T17:34:00,F104,etch,etch-tool-08,-0.00220000,2.57640365,high,medium
LOT_0171,170,PASS,2008-08-09T17:34:00,F511,test,test-tool-07,205.58660000,4.22696568,high,high
LOT_0172,171,PASS,2008-08-09T19:03:00,F060,lithography,lithography-tool-04,22.79270000,2.17286842,high,medium
LOT_0172,171,PASS,2008-08-09T19:03:00,F511,test,test-tool-07,147.42010000,2.60027503,high,medium
LOT_0173,172,PASS,2008-08-09T20:04:00,F299,implant,implant-tool-03,0.43450000,6.25828730,high,high
LOT_0173,172,PASS,2008-08-09T20:04:00,F432,cmp,cmp-tool-08,135.39810000,3.58860207,high,high
LOT_0173,172,PASS,2008-08-09T20:04:00,F511,test,test-tool-07,136.02310000,2.28154529,high,medium
LOT_0174,173,PASS,2008-08-09T21:07:00,F060,lithography,lithography-tool-04,26.05090000,2.52283912,high,medium
LOT_0174,173,PASS,2008-08-09T21:07:00,F104,etch,etch-tool-08,-0.00290000,2.34256967,high,medium
LOT_0174,173,PASS,2008-08-09T21:07:00,F511,test,test-tool-07,160.00000000,2.95208587,high,medium
LOT_0175,174,PASS,2008-08-09T22:15:00,F104,etch,etch-tool-08,-0.00220000,2.57640365,high,medium
LOT_0176,175,PASS,2008-08-09T22:37:00,F060,lithography,lithography-tool-04,27.72820000,2.70300174,high,medium
LOT_0176,175,PASS,2008-08-09T22:37:00,F104,etch,etch-tool-08,-0.00190000,2.67661821,high,medium
LOT_0176,175,PASS,2008-08-09T22:37:00,F511,test,test-tool-07,252.63160000,5.54263125,high,high
LOT_0177,176,PASS,2008-08-09T23:17:00,F181,etch,etch-tool-05,12.06000000,-2.10557441,low,medium
LOT_0177,176,PASS,2008-08-09T23:17:00,F317,implant,implant-tool-05,3.72930000,-2.21934864,low,medium
LOT_0177,176,PASS,2008-08-09T23:17:00,F453,cmp,cmp-tool-05,3.36870000,-2.15809205,low,medium
LOT_0177,176,PASS,2008-08-09T23:17:00,F511,test,test-tool-07,126.92310000,2.02705370,high,medium
LOT_0178,177,PASS,2008-08-09T23:34:00,F432,cmp,cmp-tool-08,89.52500000,2.14718013,high,medium
LOT_0183,182,FAIL,2008-08-10T07:01:00,F060,lithography,lithography-tool-04,27.41360000,2.66920984,high,medium
LOT_0184,183,PASS,2008-08-10T11:16:00,F022,lithography,lithography-tool-06,-2595.00000000,5.12375310,high,high
LOT_0184,183,PASS,2008-08-10T11:16:00,F299,implant,implant-tool-03,0.52370000,7.75714701,high,high
LOT_0184,183,PASS,2008-08-10T11:16:00,F432,cmp,cmp-tool-08,231.05460000,6.59431518,high,high
LOT_0185,184,PASS,2008-08-10T11:49:00,F104,etch,etch-tool-08,-0.00370000,2.07533084,high,medium
LOT_0185,184,PASS,2008-08-10T11:49:00,F511,test,test-tool-07,202.73970000,4.14734896,high,high
LOT_0187,186,FAIL,2008-08-10T15:59:00,F022,lithography,lithography-tool-06,-1480.75000000,7.00087263,high,high
LOT_0187,186,FAIL,2008-08-10T15:59:00,F029,lithography,lithography-tool-05,61.33330000,-2.39406205,low,medium
LOT_0187,186,FAIL,2008-08-10T15:59:00,F299,implant,implant-tool-03,0.46300000,6.73718306,high,high
LOT_0187,186,FAIL,2008-08-10T15:59:00,F432,cmp,cmp-tool-08,400.00000000,11.90290794,high,high
LOT_0188,187,PASS,2008-08-10T19:07:00,F104,etch,etch-tool-08,-0.00180000,2.71002307,high,medium
LOT_0188,187,PASS,2008-08-10T19:07:00,F511,test,test-tool-07,126.89660000,2.02631260,high,medium
LOT_0190,189,FAIL,2008-08-10T22:26:00,F022,lithography,lithography-tool-06,-7150.25000000,-2.55024173,low,medium
LOT_0190,189,FAIL,2008-08-10T22:26:00,F060,lithography,lithography-tool-04,21.75730000,2.06165374,high,medium
LOT_0190,189,FAIL,2008-08-10T22:26:00,F511,test,test-tool-07,171.16280000,3.26426595,high,high
LOT_0194,193,PASS,2008-08-11T11:35:00,F511,test,test-tool-07,157.37700000,2.87873077,high,medium
LOT_0195,194,PASS,2008-08-11T12:38:00,F511,test,test-tool-07,160.49380000,2.96589554,high,medium
LOT_0196,195,PASS,2008-08-12T04:23:00,F022,lithography,lithography-tool-06,-3345.75000000,3.85900328,high,high
LOT_0196,195,PASS,2008-08-12T04:23:00,F299,implant,implant-tool-03,0.52640000,7.80251608,high,high
LOT_0196,195,PASS,2008-08-12T04:23:00,F432,cmp,cmp-tool-08,224.19470000,6.37876379,high,high
LOT_0197,196,PASS,2008-08-12T06:16:00,F022,lithography,lithography-tool-06,-2668.50000000,4.99993144,high,high
LOT_0197,196,PASS,2008-08-12T06:16:00,F060,lithography,lithography-tool-04,-17.35910000,-2.13992812,low,medium
LOT_0197,196,PASS,2008-08-12T06:16:00,F299,implant,implant-tool-03,0.51800000,7.66136786,high,high
LOT_0197,196,PASS,2008-08-12T06:16:00,F432,cmp,cmp-tool-08,236.30750000,6.75937151,high,high
LOT_0198,197,PASS,2008-08-12T10:54:00,F104,etch,etch-tool-08,-0.00320000,2.24235511,high,medium
LOT_0199,198,PASS,2008-08-12T11:29:00,F181,etch,etch-tool-05,11.99000000,-2.12656208,low,medium
LOT_0199,198,PASS,2008-08-12T11:29:00,F317,implant,implant-tool-05,3.84650000,-2.10486266,low,medium
LOT_0199,198,PASS,2008-08-12T11:29:00,F453,cmp,cmp-tool-05,3.29780000,-2.23471089,low,medium
LOT_0200,199,PASS,2008-08-12T12:04:00,F511,test,test-tool-07,150.80460000,2.69492632,high,medium
LOT_0202,201,PASS,2008-08-15T03:26:00,F104,etch,etch-tool-08,-0.00390000,2.00852114,high,medium
LOT_0202,201,PASS,2008-08-15T03:26:00,F511,test,test-tool-07,167.20260000,3.15351457,high,high
LOT_0203,202,PASS,2008-08-15T04:14:00,F022,lithography,lithography-tool-06,-6886.25000000,-2.10549454,low,medium
LOT_0203,202,PASS,2008-08-15T04:14:00,F029,lithography,lithography-tool-05,62.67780000,-2.00459797,low,medium
LOT_0208,207,PASS,2008-08-15T18:19:00,F060,lithography,lithography-tool-04,23.90180000,2.29199938,high,medium
LOT_0209,208,PASS,2008-08-15T19:19:00,F104,etch,etch-tool-08,-0.00350000,2.14214055,high,medium
LOT_0211,210,PASS,2008-08-15T20:03:00,F060,lithography,lithography-tool-04,24.26000000,2.33047446,high,medium
LOT_0211,210,PASS,2008-08-15T20:03:00,F104,etch,etch-tool-08,-0.00390000,2.00852114,high,medium
LOT_0213,212,PASS,2008-08-16T02:21:00,F060,lithography,lithography-tool-04,29.72640000,2.91763297,high,medium
LOT_0215,214,PASS,2008-08-16T06:52:00,F060,lithography,lithography-tool-04,28.31270000,2.76578422,high,medium
LOT_0215,214,PASS,2008-08-16T06:52:00,F104,etch,etch-tool-08,-0.00370000,2.07533084,high,medium
LOT_0215,214,PASS,2008-08-16T06:52:00,F511,test,test-tool-07,175.34250000,3.38115589,high,high
LOT_0219,218,FAIL,2008-08-16T09:44:00,F060,lithography,lithography-tool-04,25.52820000,2.46669472,high,medium
LOT_0220,219,PASS,2008-08-16T13:51:00,F104,etch,etch-tool-08,-0.00020000,3.24450073,high,high
LOT_0221,220,PASS,2008-08-16T14:30:00,F104,etch,etch-tool-08,-0.00070000,3.07747646,high,high
LOT_0224,223,PASS,2008-08-16T23:48:00,F029,lithography,lithography-tool-05,61.72220000,-2.28140859,low,medium
LOT_0224,223,PASS,2008-08-16T23:48:00,F060,lithography,lithography-tool-04,27.30000000,2.65700780,high,medium
LOT_0228,227,PASS,2008-08-17T03:18:00,F029,lithography,lithography-tool-05,62.51110000,-2.05288630,low,medium
LOT_0228,227,PASS,2008-08-17T03:18:00,F432,cmp,cmp-tool-08,108.11970000,2.73146174,high,medium
LOT_0230,229,PASS,2008-08-17T04:19:00,F060,lithography,lithography-tool-04,25.43000000,2.45614683,high,medium
LOT_0232,231,FAIL,2008-08-17T12:16:00,F029,lithography,lithography-tool-05,61.57780000,-2.32323723,low,medium
LOT_0233,232,PASS,2008-08-17T13:34:00,F317,implant,implant-tool-05,8.88490000,2.81686244,high,medium
LOT_0234,233,PASS,2008-08-17T14:21:00,F181,etch,etch-tool-05,27.08000000,2.39778179,high,medium
LOT_0234,233,PASS,2008-08-17T14:21:00,F453,cmp,cmp-tool-05,7.66560000,2.48539873,high,medium
LOT_0237,236,FAIL,2008-08-17T22:03:00,F511,test,test-tool-07,132.53010000,2.18385967,high,medium
LOT_0239,238,FAIL,2008-08-17T23:04:00,F104,etch,etch-tool-08,-0.00350000,2.14214055,high,medium
LOT_0239,238,FAIL,2008-08-17T23:04:00,F511,test,test-tool-07,129.49640000,2.09901889,high,medium
LOT_0241,240,FAIL,2008-08-17T23:55:00,F104,etch,etch-tool-08,-0.00130000,2.87704733,high,medium
LOT_0241,240,FAIL,2008-08-17T23:55:00,F511,test,test-tool-07,400.00000000,9.66395191,high,high
LOT_0242,241,FAIL,2008-08-18T00:02:00,F511,test,test-tool-07,149.11240000,2.64760207,high,medium
LOT_0248,247,PASS,2008-08-18T05:03:00,F104,etch,etch-tool-08,-0.00340000,2.17554541,high,medium
LOT_0248,247,PASS,2008-08-18T05:03:00,F511,test,test-tool-07,143.28360000,2.48459322,high,medium
LOT_0249,248,PASS,2008-08-18T05:25:00,F104,etch,etch-tool-08,-0.00130000,2.87704733,high,medium
LOT_0249,248,PASS,2008-08-18T05:25:00,F432,cmp,cmp-tool-08,99.21630000,2.45169961,high,medium
LOT_0249,248,PASS,2008-08-18T05:25:00,F511,test,test-tool-07,439.21570000,10.76066243,high,high
LOT_0250,249,PASS,2008-08-18T06:07:00,F022,lithography,lithography-tool-06,-6834.50000000,-2.01831398,low,medium
LOT_0251,250,PASS,2008-08-18T06:11:00,F029,lithography,lithography-tool-05,61.06670000,-2.47128862,low,medium
LOT_0254,253,PASS,2008-08-18T07:23:00,F060,lithography,lithography-tool-04,26.86090000,2.60984307,high,medium
LOT_0255,254,PASS,2008-08-18T07:29:00,F060,lithography,lithography-tool-04,23.77090000,2.27793911,high,medium
LOT_0255,254,PASS,2008-08-18T07:29:00,F349,implant,implant-tool-05,0.09680000,7.01109284,high,high
LOT_0257,256,PASS,2008-08-18T08:31:00,F060,lithography,lithography-tool-04,25.42640000,2.45576015,high,medium
LOT_0258,257,PASS,2008-08-18T10:13:00,F060,lithography,lithography-tool-04,26.61360000,2.58328001,high,medium
LOT_0260,259,PASS,2008-08-18T12:00:00,F317,implant,implant-tool-05,8.51490000,2.45543058,high,medium
LOT_0260,259,PASS,2008-08-18T12:00:00,F453,cmp,cmp-tool-05,7.26230000,2.04956829,high,medium
LOT_0261,260,PASS,2008-08-18T12:06:00,F181,etch,etch-tool-05,30.52000000,3.42917629,high,high
LOT_0261,260,PASS,2008-08-18T12:06:00,F453,cmp,cmp-tool-05,8.46390000,3.34809014,high,high
LOT_0264,263,PASS,2008-08-18T13:07:00,F317,implant,implant-tool-05,8.13400000,2.08335114,high,medium
LOT_0269,268,PASS,2008-08-18T15:26:00,F432,cmp,cmp-tool-08,91.80520000,2.21882845,high,medium
LOT_0270,269,PASS,2008-08-18T15:30:00,F060,lithography,lithography-tool-04,28.40090000,2.77525799,high,medium
LOT_0271,270,PASS,2008-08-18T15:33:00,F060,lithography,lithography-tool-04,22.18270000,2.10734692,high,medium
LOT_0276,275,PASS,2008-08-18T17:37:00,F060,lithography,lithography-tool-04,87.03910000,9.07372097,high,high
LOT_0283,282,FAIL,2008-08-19T03:59:00,F060,lithography,lithography-tool-04,24.14000000,2.31758499,high,medium
LOT_0284,283,PASS,2008-08-19T04:58:00,F060,lithography,lithography-tool-04,23.71090000,2.27149437,high,medium
LOT_0288,287,PASS,2008-08-19T05:40:00,F060,lithography,lithography-tool-04,22.71730000,2.16476953,high,medium
LOT_0293,292,PASS,2008-08-19T06:24:00,F181,etch,etch-tool-05,26.59000000,2.25086804,high,medium
LOT_0293,292,PASS,2008-08-19T06:24:00,F453,cmp,cmp-tool-05,7.62990000,2.44681915,high,medium
LOT_0295,294,FAIL,2008-08-19T07:58:00,F060,lithography,lithography-tool-04,22.43820000,2.13479076,high,medium
LOT_0298,297,PASS,2008-08-19T08:33:00,F029,lithography,lithography-tool-05,59.98890000,-2.78349717,low,medium
LOT_0299,298,PASS,2008-08-19T09:04:00,F060,lithography,lithography-tool-04,27.32270000,2.65944606,high,medium
LOT_0302,301,PASS,2008-08-19T11:11:00,F060,lithography,lithography-tool-04,22.37360000,2.12785193,high,medium
LOT_0303,302,PASS,2008-08-19T11:13:00,F060,lithography,lithography-tool-04,24.47910000,2.35400849,high,medium
LOT_0304,303,PASS,2008-08-19T11:13:00,F349,implant,implant-tool-05,0.04620000,2.11846198,high,medium
LOT_0305,304,PASS,2008-08-19T11:28:00,F104,etch,etch-tool-08,-0.00300000,2.30916482,high,medium
LOT_0305,304,PASS,2008-08-19T11:28:00,F511,test,test-tool-07,136.09960000,2.28368469,high,medium
LOT_0307,306,PASS,2008-08-19T11:46:00,F060,lithography,lithography-tool-04,23.26550000,2.22365294,high,medium
LOT_0309,308,PASS,2008-08-19T11:58:00,F181,etch,etch-tool-05,10.55000000,-2.55830862,low,medium
LOT_0309,308,PASS,2008-08-19T11:58:00,F317,implant,implant-tool-05,3.73880000,-2.21006864,low,medium
LOT_0309,308,PASS,2008-08-19T11:58:00,F453,cmp,cmp-tool-05,3.03160000,-2.52238276,low,medium
LOT_0311,310,PASS,2008-08-19T15:33:00,F060,lithography,lithography-tool-04,25.18910000,2.43027121,high,medium
LOT_0314,313,PASS,2008-08-19T18:30:00,F349,implant,implant-tool-05,0.06220000,3.66553893,high,high
LOT_0315,314,PASS,2008-08-19T18:30:00,F349,implant,implant-tool-05,0.05720000,3.18207739,high,high
LOT_0316,315,PASS,2008-08-19T19:38:00,F060,lithography,lithography-tool-04,27.46270000,2.67448378,high,medium
LOT_0316,315,PASS,2008-08-19T19:38:00,F349,implant,implant-tool-05,0.05330000,2.80497738,high,medium
LOT_0318,317,PASS,2008-08-20T00:05:00,F104,etch,etch-tool-08,-0.00290000,2.34256967,high,medium
LOT_0318,317,PASS,2008-08-20T00:05:00,F511,test,test-tool-07,184.34780000,3.63299909,high,high
LOT_0321,320,PASS,2008-08-20T02:13:00,F060,lithography,lithography-tool-04,22.69360000,2.16222386,high,medium
LOT_0321,320,PASS,2008-08-20T02:13:00,F349,implant,implant-tool-05,0.06900000,4.32304664,high,high
LOT_0322,321,FAIL,2008-08-20T02:27:00,F181,etch,etch-tool-05,12.16000000,-2.07559201,low,medium
LOT_0322,321,FAIL,2008-08-20T02:27:00,F349,implant,implant-tool-05,0.06300000,3.74289278,high,high
LOT_0322,321,FAIL,2008-08-20T02:27:00,F453,cmp,cmp-tool-05,3.33030000,-2.19958942,low,medium
LOT_0323,322,PASS,2008-08-20T03:00:00,F432,cmp,cmp-tool-08,102.50280000,2.55496783,high,medium
LOT_0325,324,PASS,2008-08-20T06:36:00,F060,lithography,lithography-tool-04,26.91360000,2.61550370,high,medium
LOT_0328,327,FAIL,2008-08-20T09:17:00,F349,implant,implant-tool-05,0.07990000,5.37699281,high,high
LOT_0329,328,PASS,2008-08-20T10:26:00,F349,implant,implant-tool-05,0.05210000,2.68894661,high,medium
LOT_0330,329,PASS,2008-08-20T16:08:00,F122,etch,etch-tool-02,15.46000000,-3.35467903,low,high
LOT_0331,330,PASS,2008-08-20T16:16:00,F349,implant,implant-tool-05,0.06190000,3.63653124,high,high
LOT_0332,331,PASS,2008-08-20T17:09:00,F349,implant,implant-tool-05,0.07120000,4.53576972,high,high
LOT_0333,332,PASS,2008-08-20T17:35:00,F349,implant,implant-tool-05,0.05320000,2.79530815,high,medium
LOT_0334,333,PASS,2008-08-20T17:36:00,F453,cmp,cmp-tool-05,7.32140000,2.11343534,high,medium
LOT_0336,335,PASS,2008-08-20T18:35:00,F349,implant,implant-tool-05,0.05050000,2.53423891,high,medium
LOT_0338,337,PASS,2008-08-20T20:19:00,F122,etch,etch-tool-02,15.46000000,-3.35467903,low,high
LOT_0339,338,PASS,2008-08-20T21:33:00,F122,etch,etch-tool-02,15.46000000,-3.35467903,low,high
LOT_0340,339,PASS,2008-08-20T21:41:00,F122,etch,etch-tool-02,15.46000000,-3.35467903,low,high
LOT_0343,342,PASS,2008-08-20T22:45:00,F317,implant,implant-tool-05,8.06700000,2.01790266,high,medium
LOT_0345,344,FAIL,2008-08-20T23:43:00,F317,implant,implant-tool-05,8.30240000,2.24785147,high,medium
LOT_0346,345,PASS,2008-08-21T02:11:00,F104,etch,etch-tool-08,-0.00260000,2.44278424,high,medium
LOT_0346,345,PASS,2008-08-21T02:11:00,F511,test,test-tool-07,247.34300000,5.39472969,high,high
LOT_0350,349,PASS,2008-08-21T05:06:00,F349,implant,implant-tool-05,0.06110000,3.55917739,high,high
LOT_0350,349,PASS,2008-08-21T05:06:00,F432,cmp,cmp-tool-08,105.96270000,2.66368461,high,medium
LOT_0351,350,PASS,2008-08-21T05:15:00,F104,etch,etch-tool-08,-0.00360000,2.10873570,high,medium
LOT_0352,351,FAIL,2008-08-21T06:10:00,F349,implant,implant-tool-05,0.04990000,2.47622353,high,medium
LOT_0353,352,PASS,2008-08-21T11:22:00,F349,implant,implant-tool-05,0.05920000,3.37546200,high,high
LOT_0354,353,PASS,2008-08-21T12:00:00,F349,implant,implant-tool-05,0.05290000,2.76630045,high,medium
LOT_0355,354,PASS,2008-08-21T12:31:00,F060,lithography,lithography-tool-04,22.10270000,2.09875394,high,medium
LOT_0357,356,PASS,2008-08-21T12:43:00,F029,lithography,lithography-tool-05,60.11110000,-2.74809925,low,medium
LOT_0358,357,PASS,2008-08-21T12:52:00,F029,lithography,lithography-tool-05,59.88890000,-2.81246438,low,medium
LOT_0362,361,PASS,2008-08-21T13:45:00,F349,implant,implant-tool-05,0.05700000,3.16273892,high,high
LOT_0363,362,PASS,2008-08-21T14:47:00,F104,etch,etch-tool-08,-0.00380000,2.04192599,high,medium
LOT_0364,363,PASS,2008-08-21T15:05:00,F349,implant,implant-tool-05,0.04930000,2.41820814,high,medium
LOT_0367,366,PASS,2008-08-21T15:48:00,F349,implant,implant-tool-05,0.06740000,4.16833894,high,high
LOT_0368,367,PASS,2008-08-21T15:50:00,F181,etch,etch-tool-05,48.67000000,8.87098154,high,high
LOT_0368,367,PASS,2008-08-21T15:50:00,F317,implant,implant-tool-05,13.09580000,6.93025007,high,high
LOT_0368,367,PASS,2008-08-21T15:50:00,F349,implant,implant-tool-05,0.12510000,9.74748520,high,high
LOT_0368,367,PASS,2008-08-21T15:50:00,F453,cmp,cmp-tool-05,13.97760000,9.30652881,high,high
LOT_0369,368,FAIL,2008-08-21T16:19:00,F060,lithography,lithography-tool-04,28.51450000,2.78746002,high,medium
LOT_0369,368,FAIL,2008-08-21T16:19:00,F349,implant,implant-tool-05,0.04570000,2.07011583,high,medium
LOT_0376,375,PASS,2008-08-21T18:53:00,F122,etch,etch-tool-02,15.46000000,-3.35467903,low,high
LOT_0379,378,PASS,2008-08-21T19:46:00,F349,implant,implant-tool-05,0.06340000,3.78156970,high,high
LOT_0382,381,PASS,2008-08-21T20:37:00,F022,lithography,lithography-tool-06,-6915.00000000,-2.15392818,low,medium
LOT_0386,385,PASS,2008-08-21T23:08:00,F432,cmp,cmp-tool-08,110.48420000,2.80575892,high,medium
LOT_0391,390,PASS,2008-08-22T00:44:00,F022,lithography,lithography-tool-06,-6894.25000000,-2.11897173,low,medium
LOT_0391,390,PASS,2008-08-22T00:44:00,F317,implant,implant-tool-05,8.65850000,2.59570522,high,medium
LOT_0393,392,FAIL,2008-08-22T01:04:00,F349,implant,implant-tool-05,0.04720000,2.21515429,high,medium
LOT_0394,393,PASS,2008-08-22T01:26:00,F060,lithography,lithography-tool-04,26.15360000,2.53387036,high,medium
LOT_0396,395,PASS,2008-08-22T01:54:00,F432,cmp,cmp-tool-08,108.44550000,2.74169901,high,medium
LOT_0406,405,PASS,2008-08-22T05:32:00,F029,lithography,lithography-tool-05,60.06670000,-2.76096068,low,medium
LOT_0411,410,PASS,2008-08-22T09:29:00,F060,lithography,lithography-tool-04,22.76360000,2.16974272,high,medium
LOT_0413,412,PASS,2008-08-22T10:01:00,F349,implant,implant-tool-05,0.06880000,4.30370818,high,high
LOT_0417,416,PASS,2008-08-22T12:13:00,F029,lithography,lithography-tool-05,59.40000000,-2.95408505,low,medium
LOT_0418,417,PASS,2008-08-22T12:37:00,F349,implant,implant-tool-05,0.05160000,2.64060045,high,medium
LOT_0422,421,PASS,2008-08-22T15:25:00,F060,lithography,lithography-tool-04,-28.98820000,-3.38903631,low,high
LOT_0422,421,PASS,2008-08-22T15:25:00,F511,test,test-tool-07,174.80720000,3.36618564,high,high
LOT_0424,423,PASS,2008-08-22T15:54:00,F060,lithography,lithography-tool-04,25.27360000,2.43934755,high,medium
LOT_0437,436,PASS,2008-08-23T05:58:00,F029,lithography,lithography-tool-05,59.97780000,-2.78671253,low,medium
LOT_0442,441,FAIL,2008-08-23T15:29:00,F432,cmp,cmp-tool-08,102.52470000,2.55565597,high,medium
LOT_0447,446,PASS,2008-08-24T10:09:00,F104,etch,etch-tool-08,-0.00300000,2.30916482,high,medium
LOT_0458,457,PASS,2008-08-27T22:58:00,F060,lithography,lithography-tool-04,168.14550000,17.78554463,high,high
LOT_0465,464,PASS,2008-08-28T04:20:00,F104,etch,etch-tool-08,-0.00310000,2.27575997,high,medium
LOT_0465,464,PASS,2008-08-28T04:20:00,F511,test,test-tool-07,148.98790000,2.64412029,high,medium
LOT_0467,466,PASS,2008-08-28T05:00:00,F060,lithography,lithography-tool-04,36.36820000,3.63104388,high,high
LOT_0473,472,PASS,2008-08-28T08:41:00,F131,etch,etch-tool-03,0.54380000,-2.38789240,low,medium
LOT_0480,479,PASS,2008-08-28T12:44:00,F131,etch,etch-tool-03,0.54380000,-2.38789240,low,medium
LOT_0483,482,PASS,2008-08-28T16:01:00,F131,etch,etch-tool-03,0.54380000,-2.38789240,low,medium
LOT_0485,484,PASS,2008-08-28T16:52:00,F104,etch,etch-tool-08,0.00180000,3.91259780,high,high
LOT_0485,484,PASS,2008-08-28T16:52:00,F511,test,test-tool-07,253.79310000,5.57511388,high,high
LOT_0492,491,PASS,2008-08-28T18:25:00,F131,etch,etch-tool-03,0.54380000,-2.38789240,low,medium
LOT_0506,505,PASS,2008-08-29T03:27:00,F432,cmp,cmp-tool-08,93.07390000,2.25869347,high,medium
LOT_0527,526,PASS,2008-08-29T08:20:00,F022,lithography,lithography-tool-06,-7148.00000000,-2.54645127,low,medium
LOT_0551,550,PASS,2008-08-29T22:56:00,F104,etch,etch-tool-08,-0.01740000,-2.50113412,low,medium
LOT_0566,565,PASS,2008-08-30T05:05:00,F432,cmp,cmp-tool-08,94.62430000,2.30741005,high,medium
LOT_0581,580,PASS,2008-08-30T11:14:00,F104,etch,etch-tool-08,0.00130000,3.74557353,high,high
LOT_0581,580,PASS,2008-08-30T11:14:00,F511,test,test-tool-07,451.48510000,11.10378981,high,high
LOT_0588,587,PASS,2008-08-30T15:16:00,F349,implant,implant-tool-05,0.06540000,3.97495432,high,high
LOT_0597,596,PASS,2008-08-30T20:11:00,F453,cmp,cmp-tool-05,7.34170000,2.13537275,high,medium
LOT_0604,603,PASS,2008-08-31T09:11:00,F104,etch,etch-tool-08,-0.00220000,2.57640365,high,medium
LOT_0604,603,PASS,2008-08-31T09:11:00,F511,test,test-tool-07,249.71100000,5.46095343,high,high
